Id,Sales
1,5116.07933333333
2,7910.79066666667
3,9671.60166666667
4,7647.21666666667
5,8124.26933333333
6,6033.244
7,7686.94033333333
8,8709.019
9,6445.69
10,6314.62766666667
11,7784.486
12,8331.251
13,7790.59933333333
14,9692.99433333333
15,7073.95933333333
16,5496.57866666667
17,6323.647
18,10129.6753333333
19,11924.8776666667
20,11038.622
21,7976.959
22,5443.45333333333
23,6911.65666666667
24,5367.167
25,8533.25
26,12004.007
27,10017.1975714286
28,6482.332
29,6377.83933333333
30,4909.116
31,6630.75466666667
32,11304.485
33,6898.11966666667
34,6012.18
35,5864.90866666667
36,8655.104
37,4206.67333333333
38,8035.983
39,5066.327
40,7468.812
41,7523.95933333333
42,7020.682
43,8661.86333333333
44,7614.221
45,5704.32766666667
46,7268.59066666667
47,8010.13366666667
48,12594.4343333333
49,6504.13866666667
50,9198.84066666667
51,8007.96166666667
52,9450.43633333333
53,7841.98366666667
54,9873.56133333333
55,5700.01666666667
56,6193.99366666667
57,6583.19133333333
58,7505.58666666667
59,8987.49433333333
60,8270.30733333333
61,5875.474
62,8193.99733333333
63,8002.44666666667
64,10415.4916666667
65,4703.891
66,12202.0623333333
67,6094.30633333333
68,7273.332
69,9395.662
70,6231.35633333333
71,7362.21966666667
72,6882.11366666667
73,8567.53033333333
74,6398.955
75,6275.26666666667
76,8203.327
77,8189.206
78,8359.659
79,6040.23766666667
80,7816.87333333333
81,10618.0446666667
82,7680.16177777778
83,6331.335
84,7843.13833333334
85,6511.38466666667
86,7376.77366666667
87,8625.52766666667
88,4915.085
89,8361.12744444444
90,7200.743
91,8056.64133333333
92,7418.46933333333
93,5283.11533333333
94,6659.437
95,6070.24
96,8556.36566666667
97,9230.43166666667
98,5955.52
99,5920.48933333333
100,7942.414
101,6797.84666666667
102,6772.04633333333
103,8668.01866666667
104,7259.25866666667
105,8102.00966666667
106,6466.539
107,5148.14033333333
108,7054.31633333333
109,8564.57433333333
110,8848.88866666667
111,8760.93833333333
112,8868.38466666666
113,6339.02833333333
114,9270.56333333333
115,6783.653
116,7945.05833333333
117,9312.82033333333
118,7235.567
119,9965.18133333333
120,8811.75133333333
121,8227.68
122,7171.223
123,7819.04366666667
124,8548.16333333333
125,6891.021
126,4782.94633333333
127,6210.124
128,8223.06166666666
129,7001.98833333333
130,5208.67633333333
131,8707.73366666667
132,7321.16266666667
133,6820.043
134,6232.48366666667
135,6082.77666666667
136,7763.30066666667
137,7695.61033333333
138,7426.582
139,6165.20233333333
140,6419.97566666667
141,7301.16
142,4782.201
143,7229.02966666667
144,6337.87033333333
145,8850.68266666667
146,8131.19
147,7444.525
148,12563.154
149,6292.57166666667
150,6065.16266666667
151,11732.6893333333
152,7228.35866666667
153,9043.305
154,8274.27933333334
155,6738.94633333333
156,7338.19733333333
157,6602.195
158,9228.179
159,11461.319
160,6985.84666666667
161,4016.07
162,6358.35411111111
163,9178.18933333333
164,9154.01333333333
165,7371.357
166,7818.56466666667
167,5673.643
168,6124.126
169,3991.174
170,5863.93566666667
171,7197.737
172,7693.13766666667
173,7702.95766666667
174,7119.61866666667
175,8875.067
176,10066.558
177,7998.90633333333
178,6244.75966666667
179,9105.71566666667
180,11003.4053333333
181,6887.00333333333
182,8147.837
183,6525.59966666667
184,7006.49366666667
185,4988.1
186,8181.4
187,6151.13033333333
188,8867.06966666667
189,7858.192
190,9364.471
191,8578.48266666667
192,7056.42833333334
193,9062.25
194,20202.1753333333
195,11618.1223333333
196,6902.642
197,3863.97333333333
198,7253.17266666667
199,9909.532
200,6801.803
201,13465.8793333333
202,20627.6236666667
203,5655.54933333333
204,6543.80266666667
205,10203.6476666667
206,5519.828
207,9994.68866666667
208,7728.69766666667
209,8203.41233333333
210,5370.35033333333
211,7446.44133333333
212,7684.37833333333
213,8179.31833333333
214,10384.0043333333
215,7004.459
216,7258.78877777778
217,8245.45966666667
218,6460.64033333333
219,6080.09166666667
220,9210.24333333333
221,6473.18766666667
222,6764.99966666667
223,7576.80866666667
224,7034.56033333333
225,6177.24566666667
226,8499.426
227,7680.03033333333
228,8506.079
229,7276.21744444444
230,8284.29166666667
231,6901.77133333333
232,4733.95833333333
233,6904.536
234,7779.28566666667
235,6602.10166666667
236,5841.116
237,9195.22866666667
238,8124.07066666667
239,9549.083
240,7928.93766666667
241,6758.37833333333
242,6100.074
243,6229.42633333333
244,10099.7793333333
245,5634.80533333333
246,8024.04333333333
247,16988.995
248,7992.826
249,8506.58066666667
250,6031.54766666667
251,5063.06566666667
252,7541.07566666667
253,5118.04466666667
254,7135.548
255,9667.02833333333
256,6309.22933333333
257,18315.5346666667
258,15490.1726666667
259,6202.992
260,8298.01033333333
261,6082.02933333333
262,7922.68333333333
263,6535.81033333333
264,12152.2723333333
265,8679.81433333333
266,11206.4356666667
267,5346.40333333333
268,7966.67733333333
269,5988.42166666667
270,8576.59866666666
271,7256.10766666667
272,6981.58166666667
273,7279.37233333333
274,6704.95666666667
275,8411.596
276,9661.22566666667
277,6732.02133333333
278,10124.0966666667
279,7692.365
280,10829.086
281,6215.25966666667
282,6670.27366666667
283,6754.39366666667
284,11698.7543333333
285,8032.31466666667
286,8419.338
287,7871.893
288,10009.7856666667
289,5951.662
290,9894.02333333333
291,7556.68633333333
292,5334.69566666667
293,14221.8816666667
294,19738.3563333333
295,7813.96466666667
296,7687.804
297,10244.3313333333
298,9991.82166666667
299,10746.473
300,6575.06566666667
301,7915.37833333333
302,7365.92766666667
303,8539.25366666667
304,4543.01666666667
305,6838.48133333333
306,6329.92333333333
307,6331.33566666667
308,7898.53833333333
309,6020.856
310,5300.341
311,7855.663
312,5039.473
313,5428.827
314,7230.11566666667
315,7571.38933333333
316,9107.43466666667
317,9218.57566666667
318,8414.648
319,7256.09633333333
320,7640.37666666667
321,11116.7806666667
322,8351.87733333333
323,6127.043
324,5484.95033333333
325,8839.22666666667
326,6223.63433333333
327,7913.772
328,4992.454
329,5682.435
330,9390.1
331,6751.43
332,5959.224
333,8630.94211111111
334,9243.13866666667
335,12208.556
336,7276.74011111111
337,10479.6786666667
338,4242.33066666667
339,6327.68466666667
340,6618.924
341,5339.67966666667
342,8579.38933333333
343,5918.55066666667
344,6095.14033333333
345,8807.67177777778
346,12329.0453333333
347,10439.664
348,6336.199
349,6110.51266666667
350,8976.83666666667
351,8135.91211111111
352,7410.22733333333
353,6044.40833333333
354,7044.70783333333
355,10941.1556666667
356,5310.85466666667
357,6931.53766666667
358,8518.23433333333
359,8269.193
360,11117.981
361,6895.90077777778
362,14334.255
363,7601.67233333333
364,7049.05566666667
365,4161.63833333333
366,6758.479
367,6570.148
368,6724.28633333333
369,8155.45933333333
370,6246.443
371,5725.80433333333
372,8228.21566666667
373,5647.54633333333
374,8456.28533333333
375,7367.12
376,8114.67333333333
377,9181.964
378,6487.62633333333
379,8890.898
380,7386.365
381,6197.82633333333
382,6551.824
383,6353.77
384,11926.666
385,7500.419
386,5832.713
387,8085.73133333333
388,9480.238
389,8294.439
390,6934.92966666667
391,8503.74566666667
392,6163.59966666667
393,6883.86733333333
394,7200.055
395,9077.19366666667
396,7306.96633333333
397,8004.98633333333
398,7306.10666666667
399,6212.313
400,4960.14066666667
401,6273.92066666667
402,8605.17233333333
403,9502.105
404,10111.8733333333
405,11891.2936666667
406,8398.13377777778
407,7038.01833333333
408,6884.67266666667
409,10605.874
410,9089.633
411,8163.946
412,8816.041
413,8381.39833333333
414,6730.605
415,4710.98366666667
416,11273.1253333333
417,7754.33033333333
418,7843.245
419,7203.339
420,4022.31766666667
421,12751.0186666667
422,6974.309
423,6831.99933333333
424,6580.68766666667
425,6538.62633333333
426,7381.00466666667
427,8750.24333333334
428,7216.914
429,6315.56633333333
430,5916.70033333333
431,4740.59166666667
432,4088.62066666667
433,7561.03733333333
434,18635.7856666667
435,5665.354
436,6420.31833333334
437,7416.40666666666
438,6503.34966666667
439,5931.50233333333
440,5961.47966666667
441,4795.63133333333
442,8980.079
443,8346.90866666667
444,4928.66133333333
445,8511.54
446,6561.18066666667
447,5470.48266666667
448,8821.407
449,8530.782
450,10423.1506666667
451,6457.57
452,7224.78066666667
453,5603.84166666667
454,6320.991
455,15538.6956666667
456,10335.7856666667
457,7618.78066666667
458,6620.03366666667
459,6035.309
460,6577.306
461,6013.327
462,10814.8503333333
463,5576.99633333333
464,6407.75533333333
465,8034.106
466,5366.163
467,7072.90666666667
468,7834.61666666666
469,8426.981
470,7648.90633333333
471,5389.15833333333
472,6470.401
473,7684.53966666667
474,10009.211
475,8939.15766666666
476,8102.005
477,5430.05466666667
478,9216.442
479,6930.368
480,5187.604
481,7722.56666666667
482,8712.71911111111
483,6555.52433333333
484,7248.28866666667
485,7827.627
486,6954.546
487,6369.749
488,7292.792
489,7089.89533333333
490,6942.275
491,9446.59133333333
492,6615.632
493,5651.43
494,10583.916
495,6840.863
496,4554.986
497,9100.42066666667
498,8569.662
499,12266.3526666667
500,6085.09733333333
501,7491.54366666666
502,6568.905
503,7744.39233333333
504,6911.186
505,9027.6
506,4117.13633333333
507,6960.69966666667
508,7255.549
509,6396.308
510,6508.39933333333
511,7580.60566666667
512,8916.76033333333
513,7543.49566666667
514,9254.38266666667
515,7765.84333333333
516,8784.39466666667
517,5403.42333333333
518,7449.71466666667
519,7830.63633333333
520,8839.24366666667
521,8632.45866666667
522,6023.779
523,9553.97933333333
524,8149.58433333333
525,8265.45966666667
526,4910.96666666667
527,4475.82866666667
528,9130.325
529,7258.40833333333
530,8896.021
531,7818.02733333333
532,6220.78266666667
533,8716.567
534,7837.80366666667
535,7660.711
536,8676.53480952381
537,6823.61466666667
538,9754.09566666667
539,11463.2716666667
540,8719.09733333333
541,6002.256
542,6292.97366666666
543,5180.65533333333
544,3617.429
545,8380.023
546,6394.36733333333
547,8869.36066666667
548,5510.96633333333
549,7365.06766666667
550,6567.19766666667
551,10226.8303333333
552,5875.20833333333
553,6043.79933333333
554,6974.59133333334
555,8613.96633333333
556,6754.09666666667
557,8251.221
558,8373.98866666667
559,9314.33
560,8683.72933333333
561,8387.28966666667
562,7140.971
563,5842.952
564,5859.26433333333
565,10435.099
566,10474.7811904762
567,8013.58466666666
568,15472.7153333333
569,6999.168
570,6474.375
571,7110.66766666667
572,8740.91433333333
573,10068.6756666667
574,7680.23833333333
575,8578.438
576,8757.60033333333
577,7561.98566666667
578,7692.09333333333
579,6153.65866666667
580,5793.183
581,5775.89633333333
582,5631.198
583,6187.57866666667
584,8958.76266666667
585,18449.7123333333
586,7873.56166666667
587,6887.66933333333
588,8085.679
589,5078.12166666667
590,7891.19233333333
591,4929.80833333333
592,9731.37833333333
593,7789.86633333333
594,7337.766
595,12574.6143333333
596,12020.8026666667
597,6766.35166666667
598,7686.67966666667
599,5921.55133333333
600,6165.07266666667
601,6210.088
602,9014.48333333333
603,5392.95966666667
604,5258.812
605,6244.435
606,6287.765
607,7887.17066666667
608,8146.969
609,5642.32933333333
610,8348.30933333333
611,8581.739
612,8436.508
613,5958.71
614,5383.631
615,8782.76644444445
616,5658.878
617,9413.01233333333
618,5902.10833333333
619,5806.411
620,8160.47466666667
621,7000.10466666667
622,5817.98333333333
623,6771.34966666667
624,8352.38233333333
625,9284.73133333333
626,10008.7666666667
627,7447.17066666667
628,4335.628
629,6538.29866666667
630,7406.65166666667
631,6308.12433333333
632,6992.438
633,6781.506
634,11580.607
635,8485.77766666667
636,7327.44811111111
637,8021.515
638,5613.66933333333
639,9204.72233333333
640,6452.48933333333
641,13263.9006666667
642,7399.272
643,6388.005
644,6112.82033333333
645,5977.23833333333
646,8002.58233333333
647,17227.7523333333
648,4885.41566666667
649,5341.316
650,10651.909
651,7074.247
652,7837.453
653,8390.05466666667
654,6540.156
655,6317.611
656,5448.17233333333
657,9299.755
658,7151.863
659,7423.82666666667
660,8256.622
661,5599.483
662,7714.56566666667
663,6895.472
664,4865.22433333333
665,8864.17566666667
666,8460.37144444444
667,5188.71266666667
668,8588.38033333333
669,7638.11466666667
670,6702.05711111111
671,9632.23266666667
672,7607.733
673,8318.89166666667
674,5863.22066666667
675,5929.09533333333
676,7918.924
677,4725.94
678,8562.16
679,4717.15433333333
680,6787.224
681,5922.10666666667
682,7661.25133333333
683,6775.56633333333
684,7719.88666666667
685,7567.61633333333
686,8562.226
687,6521.22966666667
688,7934.12866666667
689,6847.652
690,9347.091
691,9038.41833333333
692,7624.53733333333
693,4172.418
694,6781.161
695,7930.37766666667
696,4847.37466666667
697,10543.5383333333
698,6921.26466666667
699,7797.47733333333
700,12305.9283333333
701,7819.44633333333
702,5248.90633333333
703,11547.8556666667
704,9224.459
705,6511.357
706,9962.50066666667
707,10686.608
708,7064.365
709,5411.03966666667
710,7267.46633333333
711,7015.485
712,6840.912
713,7492.655
714,5800.82233333333
715,6799.686
716,8014.26033333333
717,7670.43066666667
718,8388.40033333333
719,7578.22166666667
720,7313.80933333333
721,5463.80128571429
722,8302.69738095238
723,7592.24833333333
724,7326.83233333334
725,7128.29766666667
726,8665.119
727,9420.65833333333
728,6582.68733333333
729,6082.309
730,7592.18033333333
731,8143.592
732,7686.917
733,5629.71933333333
734,5081.27833333333
735,7342.48166666667
736,8053.007
737,6683.77566666667
738,8632.58466666667
739,7498.11166666666
740,7516.35566666667
741,6071.29466666667
742,4425.823
743,7464.36566666667
744,7865.67633333333
745,8022.34166666667
746,10253.669
747,8545.51133333333
748,5446.102
749,9593.013
750,5024.956
751,3956.53266666667
752,8334.65466666667
753,12957.6936666667
754,8695.472
755,7260.97933333333
756,5709.194
757,7315.17066666667
758,10414.0363333333
759,6924.07833333333
760,8308.04466666667
761,6229.82566666667
762,5198.782
763,6402.71533333334
764,6284.58866666667
765,6382.657
766,5965.89133333333
767,6239.34866666667
768,5088.651
769,7696.25533333333
770,8182.283
771,6417.40166666667
772,6758.72433333333
773,8003.63911111111
774,6643.51366666667
775,6027.66633333333
776,9443.41333333333
777,8166.48966666667
778,7051.509
779,4850.51766666667
780,12925.1333333333
781,7306.19666666667
782,6299.59633333333
783,8876.34
784,8902.804
785,8189.503
786,7241.139
787,8033.902
788,9735.58033333333
789,15912.8763333333
790,5743.933
791,5772.781
792,6047.742
793,7552.80166666667
794,6687.71333333334
795,8894.43866666667
796,9908.813
797,6790.978
798,5257.37733333333
799,7066.93066666667
800,9355.09066666667
801,6017.42666666667
802,8422.307
803,4714.559
804,7784.99266666667
805,9343.174
806,7872.92966666667
807,9984.14466666667
808,7186.85733333333
809,5821.16433333333
810,7462.12644444444
811,7865.12633333334
812,9089.895
813,8058.02866666667
814,8316.96366666667
815,7710.69666666667
816,6416.313
817,10190.7097142857
818,5213.57566666667
819,10495.5936666667
820,7398.90633333333
821,5401.18566666667
822,7835.76633333333
823,6844.68366666667
824,7788.16533333334
825,8857.81666666667
826,4859.356
827,5264.088
828,8378.66033333334
829,9884.28366666667
830,10684.549
831,6175.699
832,6782.00933333333
833,7758.73966666667
834,7697.302
835,6164.75866666667
836,10367.762
837,8656.185
838,12422.0021904762
839,5693.84766666667
840,6506.465
841,10868.7686666667
842,8959.97
843,6154.577
844,10168.1181111111
845,7353.16966666667
846,6495.93733333333
847,6160.32033333333
848,5805.60166666667
849,6164.22266666667
850,7022.67
851,5796.362
852,5635.47166666667
853,10103.003
854,7939.61733333333
855,23872.9503333333
856,7236.34933333333
857,5247.31366666667
858,8289.66033333334
859,9142.14733333333
860,7352.807
861,8195.71233333333
862,6669.23633333333
863,9209.536
864,9117.35033333333
865,6708.22966666667
866,6072.87366666667
867,7745.901
868,8402.93288888889
869,7996.13166666667
870,9209.85133333333
871,6664.98033333333
872,5602.992
873,6856.027
874,11091.822
875,11655.9576666667
876,11516.5413333333
877,8128.10188888889
878,5131.47333333333
879,7508.81266666667
880,5441.74866666667
881,8902.152
882,12121.0051904762
883,10105.8579047619
884,6905.02866666667
885,6507.94366666667
886,4688.039
887,6102.31733333333
888,12302.8616666667
889,7393.306
890,5994.97866666667
891,6023.78033333333
892,9069.622
893,4925.58633333333
894,8799.34433333334
895,5264.718
896,7016.44666666667
897,7521.31033333334
898,7178.34466666667
899,8606.84
900,8015.05533333333
901,6207.15266666667
902,7766.06633333333
903,7894.35833333333
904,11460.43
905,6886.50066666667
906,9733.598
907,8186.13566666667
908,10082.158
909,7673.71833333333
910,10060.4633333333
911,5637.11166666667
912,5995.102
913,7327.80266666667
914,7031.82333333333
915,9050.03366666667
916,8583.89633333333
917,6368.79766666667
918,8019.268
919,7913.60033333333
920,9985.74833333333
921,5427.21933333333
922,13855.9513333333
923,6030.18866666667
924,7199.05333333333
925,9736.79933333333
926,6028.59033333333
927,7700.32233333334
928,6698.788
929,8476.20733333333
930,6356.64766666667
931,6491.62333333333
932,8303.36866666667
933,8328.04833333333
934,8931.92233333333
935,5879.497
936,7543.01233333333
937,10646.3253333333
938,7504.90533333333
939,5903.02333333333
940,7499.89566666667
941,6736.38033333333
942,7436.89533333333
943,8818.27366666667
944,5424.93952380952
945,8449.414
946,7340.311
947,7965.117
948,7330.521
949,5736.62533333333
950,6325.43133333333
951,6154.60966666667
952,9342.86566666667
953,9243.017
954,5739.23233333333
955,5955.141
956,7488.186
957,6753.54433333333
958,6855.51833333333
959,9158.17266666667
960,7443.189
